time,open,high,low,close,volume
2025-11-26 22:00:00+00:00,1.15935,1.16052,1.15924,1.16022,5012
2025-11-27 01:00:00+00:00,1.16022,1.16136,1.16,1.16022,12672
2025-11-27 04:00:00+00:00,1.16022,1.16064,1.15913,1.15926,11154
2025-11-27 07:00:00+00:00,1.15925,1.15956,1.15766,1.15776,15251
2025-11-27 10:00:00+00:00,1.15776,1.15905,1.15772,1.15832,12672
2025-11-27 13:00:00+00:00,1.15832,1.15996,1.15832,1.15942,13711
2025-11-27 16:00:00+00:00,1.15943,1.16016,1.15913,1.1592,5325
2025-11-27 19:00:00+00:00,1.1592,1.15972,1.1592,1.1596,3098
2025-11-27 22:00:00+00:00,1.15962,1.1602,1.15921,1.15942,6111
2025-11-28 01:00:00+00:00,1.15942,1.15987,1.15816,1.15872,21206
2025-11-28 04:00:00+00:00,1.15872,1.15938,1.15815,1.15844,30379
2025-11-28 07:00:00+00:00,1.15845,1.15907,1.15666,1.15688,46143
2025-11-28 10:00:00+00:00,1.15688,1.15728,1.15553,1.15664,28263
2025-11-28 13:00:00+00:00,1.15666,1.16076,1.15628,1.16074,39842
2025-11-28 16:00:00+00:00,1.16075,1.16075,1.15927,1.16016,19233
2025-11-28 19:00:00+00:00,1.16016,1.16044,1.15957,1.15985,7912
2025-11-30 22:00:00+00:00,1.15938,1.16078,1.15927,1.16032,10246
2025-12-01 01:00:00+00:00,1.1603,1.1616,1.15894,1.15968,17357
2025-12-01 04:00:00+00:00,1.1597,1.16026,1.15904,1.15963,12244
2025-12-01 07:00:00+00:00,1.15964,1.16236,1.15956,1.16222,23477
2025-12-01 10:00:00+00:00,1.16224,1.1649,1.1619,1.16488,18476
2025-12-01 13:00:00+00:00,1.16488,1.16526,1.16226,1.1629,32067
2025-12-01 16:00:00+00:00,1.16292,1.16344,1.16118,1.1612,17759
2025-12-01 19:00:00+00:00,1.16118,1.16124,1.16066,1.16092,8135
2025-12-01 22:00:00+00:00,1.16104,1.16105,1.1604,1.16058,3217
2025-12-02 01:00:00+00:00,1.16058,1.16128,1.16038,1.16122,7766
2025-12-02 04:00:00+00:00,1.16121,1.16142,1.16049,1.16098,6272
2025-12-02 07:00:00+00:00,1.16097,1.16164,1.16024,1.16102,16307
2025-12-02 10:00:00+00:00,1.16103,1.16195,1.15984,1.16177,15961
2025-12-02 13:00:00+00:00,1.16178,1.16233,1.15934,1.16062,27122
2025-12-02 16:00:00+00:00,1.16062,1.16134,1.15912,1.16087,18591
2025-12-02 19:00:00+00:00,1.16088,1.1626,1.16087,1.16254,9642
2025-12-02 22:00:00+00:00,1.16242,1.16333,1.16211,1.16308,4828
2025-12-03 01:00:00+00:00,1.16309,1.1639,1.16306,1.16378,8651
2025-12-03 04:00:00+00:00,1.16378,1.16479,1.16362,1.1643,8149
2025-12-03 07:00:00+00:00,1.1643,1.16528,1.16358,1.16456,19619
2025-12-03 10:00:00+00:00,1.16458,1.16694,1.1645,1.1663,16538
2025-12-03 13:00:00+00:00,1.1663,1.16755,1.16546,1.16597,33486
2025-12-03 16:00:00+00:00,1.16596,1.16756,1.16576,1.16718,18443
2025-12-03 19:00:00+00:00,1.16719,1.16778,1.16643,1.16714,7515
2025-12-03 22:00:00+00:00,1.16716,1.16754,1.16595,1.1663,5067
2025-12-04 01:00:00+00:00,1.16629,1.16648,1.16534,1.16559,10073
2025-12-04 04:00:00+00:00,1.16558,1.16624,1.16531,1.1658,10174
2025-12-04 07:00:00+00:00,1.1658,1.1682,1.16552,1.16777,20619
2025-12-04 10:00:00+00:00,1.16778,1.1681,1.16636,1.16702,17826
2025-12-04 13:00:00+00:00,1.16702,1.16771,1.1652,1.16734,29925
2025-12-04 16:00:00+00:00,1.16734,1.16736,1.16531,1.16544,14659
2025-12-04 19:00:00+00:00,1.16542,1.16556,1.1641,1.16449,10482
2025-12-04 22:00:00+00:00,1.16464,1.16504,1.16412,1.165,4388
2025-12-05 01:00:00+00:00,1.16499,1.16545,1.16466,1.1649,7076
2025-12-05 04:00:00+00:00,1.1649,1.16616,1.16488,1.16594,8597
2025-12-05 07:00:00+00:00,1.16594,1.16718,1.16483,1.16545,19098
2025-12-05 10:00:00+00:00,1.16546,1.1657,1.16416,1.16518,15282
2025-12-05 13:00:00+00:00,1.16517,1.16602,1.16436,1.16482,28383
2025-12-05 16:00:00+00:00,1.16482,1.16491,1.1628,1.16428,20028
2025-12-05 19:00:00+00:00,1.16429,1.16472,1.16399,1.16438,7299
2025-12-07 22:00:00+00:00,1.16401,1.16516,1.16395,1.16512,7730
2025-12-08 01:00:00+00:00,1.16511,1.16555,1.16456,1.16502,12190
2025-12-08 04:00:00+00:00,1.16502,1.16722,1.16497,1.16608,11220
2025-12-08 07:00:00+00:00,1.1661,1.1668,1.16479,1.16488,18651
2025-12-08 10:00:00+00:00,1.16486,1.16557,1.16468,1.16533,17119
2025-12-08 13:00:00+00:00,1.16534,1.16576,1.16172,1.16251,27764
2025-12-08 16:00:00+00:00,1.16251,1.16422,1.16165,1.16373,18455
2025-12-08 19:00:00+00:00,1.16372,1.1642,1.16352,1.1637,8402
2025-12-08 22:00:00+00:00,1.16352,1.1643,1.16352,1.16386,5474
2025-12-09 01:00:00+00:00,1.16386,1.16488,1.1636,1.16456,8881
2025-12-09 04:00:00+00:00,1.16456,1.16506,1.1642,1.16438,8742
2025-12-09 07:00:00+00:00,1.1644,1.16573,1.16337,1.16524,17335
2025-12-09 10:00:00+00:00,1.16524,1.16543,1.16343,1.16377,15814
2025-12-09 13:00:00+00:00,1.16378,1.164,1.16151,1.16287,31687
2025-12-09 16:00:00+00:00,1.16289,1.16412,1.16169,1.16243,14666
2025-12-09 19:00:00+00:00,1.16244,1.16322,1.1622,1.16266,7386
2025-12-09 22:00:00+00:00,1.16275,1.16296,1.16244,1.16262,4828
2025-12-10 01:00:00+00:00,1.16263,1.16288,1.16216,1.16266,7947
2025-12-10 04:00:00+00:00,1.16266,1.16356,1.16251,1.16354,7045
2025-12-10 07:00:00+00:00,1.16354,1.16578,1.16344,1.16365,18445
2025-12-10 10:00:00+00:00,1.16364,1.16424,1.16276,1.16394,14676
2025-12-10 13:00:00+00:00,1.16395,1.16514,1.16276,1.16421,22212
2025-12-10 16:00:00+00:00,1.1642,1.1661,1.16374,1.16561,13759
2025-12-10 19:00:00+00:00,1.16563,1.16998,1.1647,1.16958,52114
2025-12-10 22:00:00+00:00,1.16928,1.1705,1.16898,1.17022,8281
2025-12-11 01:00:00+00:00,1.17022,1.17074,1.16902,1.1691,11875
2025-12-11 04:00:00+00:00,1.16908,1.16922,1.16823,1.1689,7997
2025-12-11 07:00:00+00:00,1.16892,1.17066,1.16873,1.17022,18937
2025-12-11 10:00:00+00:00,1.17022,1.17193,1.16989,1.1717,15076
2025-12-11 13:00:00+00:00,1.1717,1.17571,1.17133,1.17564,29148
2025-12-11 16:00:00+00:00,1.17564,1.17628,1.17462,1.17536,17576
