time,open,high,low,close,volume
2025-11-26 22:00:00+00:00,1.15935,1.15964,1.15924,1.15955,243
2025-11-26 22:15:00+00:00,1.15956,1.15967,1.15938,1.15962,281
2025-11-26 22:30:00+00:00,1.15961,1.15971,1.15958,1.1597,211
2025-11-26 22:45:00+00:00,1.15962,1.15974,1.15959,1.1596,303
2025-11-26 23:00:00+00:00,1.15959,1.15982,1.1595,1.15978,404
2025-11-26 23:15:00+00:00,1.15978,1.15982,1.15976,1.15979,314
2025-11-26 23:30:00+00:00,1.15978,1.16002,1.15978,1.16001,402
2025-11-26 23:45:00+00:00,1.16,1.16022,1.15999,1.16019,295
2025-11-27 00:00:00+00:00,1.1602,1.16051,1.16016,1.16018,739
2025-11-27 00:15:00+00:00,1.16018,1.16032,1.16,1.16032,405
2025-11-27 00:30:00+00:00,1.16034,1.1604,1.16018,1.16023,419
2025-11-27 00:45:00+00:00,1.16024,1.16052,1.16022,1.16022,996
2025-11-27 01:00:00+00:00,1.16022,1.1606,1.16022,1.16059,1257
2025-11-27 01:15:00+00:00,1.1606,1.16072,1.16008,1.16064,1286
2025-11-27 01:30:00+00:00,1.16064,1.1609,1.1605,1.16064,1634
2025-11-27 01:45:00+00:00,1.16063,1.16126,1.1606,1.16092,1162
2025-11-27 02:00:00+00:00,1.16092,1.16131,1.1608,1.1611,1075
2025-11-27 02:15:00+00:00,1.16108,1.16115,1.16081,1.16108,1084
2025-11-27 02:30:00+00:00,1.16108,1.16136,1.16104,1.16126,649
2025-11-27 02:45:00+00:00,1.16125,1.1613,1.16006,1.16038,1257
2025-11-27 03:00:00+00:00,1.16038,1.16067,1.16032,1.16032,895
2025-11-27 03:15:00+00:00,1.16033,1.16042,1.16012,1.16014,745
2025-11-27 03:30:00+00:00,1.16013,1.16028,1.16,1.16016,1041
2025-11-27 03:45:00+00:00,1.16015,1.16037,1.16011,1.16022,587
2025-11-27 04:00:00+00:00,1.16022,1.16028,1.16004,1.16018,608
2025-11-27 04:15:00+00:00,1.16018,1.16036,1.16015,1.1603,502
2025-11-27 04:30:00+00:00,1.1603,1.16052,1.16008,1.16012,739
2025-11-27 04:45:00+00:00,1.16011,1.1603,1.16002,1.16008,655
2025-11-27 05:00:00+00:00,1.1601,1.16037,1.16008,1.1603,691
2025-11-27 05:15:00+00:00,1.16029,1.16054,1.16012,1.16044,875
2025-11-27 05:30:00+00:00,1.16044,1.16064,1.16014,1.1602,1086
2025-11-27 05:45:00+00:00,1.1602,1.1605,1.16012,1.16022,1223
2025-11-27 06:00:00+00:00,1.16023,1.16054,1.1602,1.16026,1072
2025-11-27 06:15:00+00:00,1.16028,1.16038,1.15948,1.15954,1294
2025-11-27 06:30:00+00:00,1.15954,1.15962,1.15926,1.15936,1167
2025-11-27 06:45:00+00:00,1.15936,1.15959,1.15913,1.15926,1242
2025-11-27 07:00:00+00:00,1.15925,1.15938,1.1588,1.1589,1075
2025-11-27 07:15:00+00:00,1.15888,1.15892,1.15866,1.15877,819
2025-11-27 07:30:00+00:00,1.15878,1.15882,1.1586,1.15867,783
2025-11-27 07:45:00+00:00,1.15868,1.15919,1.15858,1.15917,1272
2025-11-27 08:00:00+00:00,1.15918,1.15952,1.15868,1.15885,1790
2025-11-27 08:15:00+00:00,1.15884,1.15943,1.15876,1.1593,1466
2025-11-27 08:30:00+00:00,1.15929,1.15956,1.15903,1.1591,1088
2025-11-27 08:45:00+00:00,1.1591,1.1595,1.159,1.15928,1375
2025-11-27 09:00:00+00:00,1.15928,1.15938,1.15802,1.1581,1955
2025-11-27 09:15:00+00:00,1.1581,1.1582,1.15766,1.15778,1612
2025-11-27 09:30:00+00:00,1.15779,1.15826,1.15771,1.15822,942
2025-11-27 09:45:00+00:00,1.15822,1.15822,1.15767,1.15776,1074
2025-11-27 10:00:00+00:00,1.15776,1.15814,1.15772,1.15778,908
2025-11-27 10:15:00+00:00,1.15777,1.15816,1.15774,1.15802,962
2025-11-27 10:30:00+00:00,1.15802,1.15852,1.15798,1.1584,1094
2025-11-27 10:45:00+00:00,1.15838,1.15843,1.15811,1.1584,1170
2025-11-27 11:00:00+00:00,1.15838,1.15878,1.15818,1.15818,1457
2025-11-27 11:15:00+00:00,1.15818,1.15826,1.15787,1.15818,1431
2025-11-27 11:30:00+00:00,1.15819,1.15851,1.15816,1.1583,806
2025-11-27 11:45:00+00:00,1.15829,1.15866,1.15829,1.15861,892
2025-11-27 12:00:00+00:00,1.15862,1.1587,1.15846,1.15854,858
2025-11-27 12:15:00+00:00,1.15855,1.15878,1.15852,1.1587,710
2025-11-27 12:30:00+00:00,1.15868,1.15905,1.15856,1.15866,954
2025-11-27 12:45:00+00:00,1.15864,1.15867,1.1582,1.15832,1430
