time,open,high,low,close,volume
2026-01-06 21:35:00+00:00,1.16856,1.16869,1.16852,1.16864,84
2026-01-06 21:40:00+00:00,1.16865,1.16878,1.16864,1.16874,80
2026-01-06 21:45:00+00:00,1.16874,1.16883,1.16872,1.16876,102
2026-01-06 21:50:00+00:00,1.16878,1.16886,1.16868,1.1688,175
2026-01-06 21:55:00+00:00,1.1688,1.16889,1.16872,1.16888,83
2026-01-06 22:00:00+00:00,1.16865,1.16865,1.16865,1.16865,1
2026-01-06 22:05:00+00:00,1.16864,1.16876,1.16864,1.16876,23
2026-01-06 22:10:00+00:00,1.16873,1.16875,1.16852,1.16867,148
2026-01-06 22:15:00+00:00,1.16868,1.16885,1.16867,1.16884,34
2026-01-06 22:20:00+00:00,1.16878,1.16884,1.16878,1.16884,11
2026-01-06 22:25:00+00:00,1.16878,1.1688,1.16877,1.1688,17
2026-01-06 22:30:00+00:00,1.1688,1.16882,1.16878,1.1688,20
2026-01-06 22:35:00+00:00,1.16884,1.16885,1.1688,1.16883,16
2026-01-06 22:40:00+00:00,1.16886,1.16886,1.1688,1.1688,24
2026-01-06 22:45:00+00:00,1.1688,1.16887,1.1688,1.16881,27
2026-01-06 22:50:00+00:00,1.1688,1.1689,1.1688,1.16886,61
2026-01-06 22:55:00+00:00,1.16884,1.1689,1.16879,1.1689,105
2026-01-06 23:00:00+00:00,1.1689,1.16895,1.16881,1.16884,77
2026-01-06 23:05:00+00:00,1.16884,1.16894,1.16884,1.16892,71
2026-01-06 23:10:00+00:00,1.16893,1.16894,1.16877,1.16884,55
2026-01-06 23:15:00+00:00,1.16883,1.16884,1.1688,1.16884,83
2026-01-06 23:20:00+00:00,1.16884,1.16898,1.16884,1.16896,59
2026-01-06 23:25:00+00:00,1.16897,1.16906,1.16896,1.16899,61
2026-01-06 23:30:00+00:00,1.16898,1.16901,1.16894,1.16896,79
2026-01-06 23:35:00+00:00,1.16895,1.16895,1.16888,1.16888,45
2026-01-06 23:40:00+00:00,1.16887,1.16892,1.16886,1.16886,47
2026-01-06 23:45:00+00:00,1.16886,1.16888,1.16882,1.16888,75
2026-01-06 23:50:00+00:00,1.16888,1.1689,1.16868,1.16869,179
2026-01-06 23:55:00+00:00,1.1687,1.16878,1.1687,1.16872,123
2026-01-07 00:00:00+00:00,1.16874,1.16898,1.16867,1.16867,364
2026-01-07 00:05:00+00:00,1.16867,1.16876,1.1686,1.16865,259
2026-01-07 00:10:00+00:00,1.16864,1.1687,1.16854,1.16867,236
2026-01-07 00:15:00+00:00,1.16868,1.16884,1.16864,1.16877,265
2026-01-07 00:20:00+00:00,1.16878,1.16888,1.16872,1.1688,238
2026-01-07 00:25:00+00:00,1.1688,1.16882,1.16863,1.16869,209
2026-01-07 00:30:00+00:00,1.16869,1.16911,1.16862,1.16911,734
2026-01-07 00:35:00+00:00,1.16912,1.16943,1.16909,1.16942,344
2026-01-07 00:40:00+00:00,1.16941,1.16941,1.16905,1.1691,355
2026-01-07 00:45:00+00:00,1.16912,1.16915,1.16902,1.16909,421
2026-01-07 00:50:00+00:00,1.1691,1.1692,1.16895,1.16911,337
2026-01-07 00:55:00+00:00,1.16912,1.16918,1.16895,1.16918,339
2026-01-07 01:00:00+00:00,1.16917,1.16931,1.1691,1.16926,489
2026-01-07 01:05:00+00:00,1.16925,1.16936,1.1692,1.16936,333
2026-01-07 01:10:00+00:00,1.16936,1.16944,1.16922,1.16922,390
2026-01-07 01:15:00+00:00,1.1692,1.16926,1.16908,1.16908,433
2026-01-07 01:20:00+00:00,1.16908,1.16918,1.16907,1.1691,317
2026-01-07 01:25:00+00:00,1.1691,1.16915,1.169,1.16911,327
2026-01-07 01:30:00+00:00,1.16912,1.16932,1.16909,1.16932,348
2026-01-07 01:35:00+00:00,1.16932,1.16982,1.16928,1.16982,376
2026-01-07 01:40:00+00:00,1.1698,1.16986,1.16974,1.16982,364
2026-01-07 01:45:00+00:00,1.16982,1.1699,1.16972,1.16983,429
2026-01-07 01:50:00+00:00,1.16982,1.17006,1.16982,1.17,359
2026-01-07 01:55:00+00:00,1.17,1.17,1.16946,1.16958,536
2026-01-07 02:00:00+00:00,1.16958,1.17006,1.16953,1.17005,522
2026-01-07 02:05:00+00:00,1.17006,1.17016,1.17004,1.17006,267
2026-01-07 02:10:00+00:00,1.17006,1.17027,1.17004,1.17004,329
2026-01-07 02:15:00+00:00,1.17006,1.17016,1.17003,1.1701,222
2026-01-07 02:20:00+00:00,1.1701,1.1701,1.1698,1.16982,261
2026-01-07 02:25:00+00:00,1.16982,1.16982,1.16964,1.16974,129
2026-01-07 02:30:00+00:00,1.16974,1.16988,1.16962,1.16964,192
2026-01-07 02:35:00+00:00,1.16964,1.16964,1.16956,1.1696,129
2026-01-07 02:40:00+00:00,1.16962,1.16982,1.1696,1.16979,164
2026-01-07 02:45:00+00:00,1.16978,1.16981,1.16957,1.16969,272
2026-01-07 02:50:00+00:00,1.16968,1.16968,1.16954,1.16954,125
2026-01-07 02:55:00+00:00,1.16954,1.16965,1.16954,1.16963,229
2026-01-07 03:00:00+00:00,1.16962,1.16988,1.16961,1.1698,275
2026-01-07 03:05:00+00:00,1.1698,1.16999,1.16979,1.16988,231
2026-01-07 03:10:00+00:00,1.16988,1.1699,1.16979,1.1698,157
2026-01-07 03:15:00+00:00,1.1698,1.17003,1.16974,1.1699,131
2026-01-07 03:20:00+00:00,1.16989,1.17001,1.16984,1.16998,222
2026-01-07 03:25:00+00:00,1.16998,1.17,1.16982,1.16986,197
2026-01-07 03:30:00+00:00,1.16987,1.16997,1.16984,1.16994,204
2026-01-07 03:35:00+00:00,1.16995,1.16999,1.16988,1.16998,144
2026-01-07 03:40:00+00:00,1.16996,1.16998,1.16982,1.16984,113
2026-01-07 03:45:00+00:00,1.16983,1.16993,1.16979,1.16987,124
2026-01-07 03:50:00+00:00,1.16988,1.16997,1.16982,1.16994,227
2026-01-07 03:55:00+00:00,1.16993,1.16996,1.16984,1.16986,223
2026-01-07 04:00:00+00:00,1.16987,1.1701,1.16986,1.17009,265
2026-01-07 04:05:00+00:00,1.1701,1.17021,1.17003,1.1702,356
2026-01-07 04:10:00+00:00,1.1702,1.17022,1.16997,1.16998,339
2026-01-07 04:15:00+00:00,1.16999,1.17,1.16968,1.16972,370
2026-01-07 04:20:00+00:00,1.16974,1.1698,1.16958,1.16964,464
2026-01-07 04:25:00+00:00,1.16964,1.16966,1.16948,1.16951,447
2026-01-07 04:30:00+00:00,1.1695,1.16964,1.16938,1.16941,320
2026-01-07 04:35:00+00:00,1.16942,1.1696,1.16939,1.16954,191
2026-01-07 04:40:00+00:00,1.16954,1.16971,1.16954,1.16966,186
2026-01-07 04:45:00+00:00,1.16966,1.1697,1.1696,1.16962,209
2026-01-07 04:50:00+00:00,1.16962,1.16965,1.16931,1.16934,371
2026-01-07 04:55:00+00:00,1.16934,1.16935,1.1691,1.16912,227
2026-01-07 05:00:00+00:00,1.16912,1.1694,1.16909,1.16938,287
2026-01-07 05:05:00+00:00,1.16938,1.16938,1.16913,1.16924,293
2026-01-07 05:10:00+00:00,1.16923,1.16924,1.16912,1.16921,254
