market,signal,time,tradeID,entry_price,stop_loss_price,take_profit_price,position_lots,risk_amount,original_stop_pips,buffer_pips,adjusted_stop_pips,take_profit_ratio,highest_ratio,potential_profit,actual_profit,lowest_ratio,potential_loss,position_status,take_profit_hit,stop_loss_hit
BEAR,SHORT,N/A,223,1.16368,1.16434,1.16326,1.224,100.00,N/A,3,N/A,N/A,0.00,26.93,0.00,0.00,-22.04,CLOSED,UNKNOWN,UNKNOWN
BEAR,SHORT,N/A,1.16368,1.16427,1.16326,1.224,100.00,N/A,3,N/A,N/A,0.00,33.05,0.00,0.00,-72.23,CLOSED,UNKNOWN,UNKNOWN
BEAR,SHORT,N/A,257,1.16230,1.16425,1.16164,0.842,100.00,N/A,3,N/A,N/A,0.00,0.00,0.00,0.00,0.00,CLOSED,UNKNOWN,UNKNOWN
BEAR,SHORT,2026-01-15 04:56:56,1.16230,1.16425,1.16164,0.842,100.00,16.5,3,19.5,0.4,0.08,8.42,0.00,-0.20,-20.20,CLOSED,UNKNOWN,UNKNOWN
BEAR,LONG,N/A,1.16147,1.16050,1.16195,0.651,100.00,N/A,3,N/A,N/A,0.00,0.00,0.00,0.00,0.00,CLOSED,UNKNOWN,UNKNOWN
BEAR,LONG,2026-01-15 10:10:05,267,1.16147,1.16050,1.16195,0.651,100.00,16.1,3,19.1,0.3,0.13,13.03,0.00,-0.57,-57.32,CLOSED,UNKNOWN,UNKNOWN
BEAR,SHORT,N/A,296,1.16040,1.16137,1.15986,0.790,100.00,N/A,3,N/A,N/A,0.00,-22.92,0.00,0.00,-56.91,CLOSED,FALSE,FALSE
BEAR,SHORT,2026-01-15 12:35:04,1.16040,1.16046,1.15986,0.790,100.00,13.5,3,16.5,0.4,0.05,4.74,0.00,-0.74,-73.51,CLOSED,UNKNOWN,UNKNOWN
BEAR,LONG,N/A,320,1.16131,1.16047,1.16165,0.932,100.00,N/A,3,N/A,N/A,0.00,-11.19,0.00,0.00,-57.81,CLOSED,FALSE,FALSE
BEAR,LONG,N/A,1.16131,1.16103,1.16165,0.932,100.00,N/A,3,N/A,N/A,0.00,0.00,0.00,0.00,0.00,CLOSED,UNKNOWN,UNKNOWN
